distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,sup_sembrada_algodon,sup_cosechada_algodon,prod_algodon,vbp_k_2004_textil_productos,vbp_k_2004_textil_confecciones,vbp_c_textil_productos,vbp_c_textil_confecciones,vab_k_2004_textil_productos,vab_k_2004_textil_confecciones,vab_c_textil_productos,vab_c_textil_confecciones,vab_ivf_textil_productos,vab_ivf_textil_confecciones,vab_ipi_textil_productos,vab_ipi_textil_confecciones,empleo_textil_productos,empleo_textil_confecciones,empresas_textil_productos,empresas_textil_confecciones,remuneracion_textil_productos,remuneracion_textil_confecciones,precio_fibra_algodon_c1/2,precio_indice_a
28.1,2016-05-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,15243.09206,10705.74181,,
28.1,2016-06-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,25691.44178,15911.71856,,
28.1,2016-07-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,16935.13052,11846.72776,,
28.1,2016-08-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,16212.77753,11241.31035,,
28.1,2016-09-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,16254.22658,11887.13506,,
28.1,2016-10-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,17391.98197,12831.35483,,
28.1,2016-11-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,17029.20553,11894.26456,,
28.1,2016-12-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,30208.93975,17803.97722,,
28.1,2017-01-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,19160.41688,13811.02462,,
28.1,2017-02-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,18485.72613,11651.76341,,
28.1,2017-03-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,19993.998,13280.47443,,
28.1,2017-04-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,18424.77698,13162.53778,,
28.1,2017-05-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,19706.56067,13909.64367,,
28.1,2017-06-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,32028.94326,19872.78667,,
28.1,2017-07-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,22910.33748,15518.82434,,
28.1,2017-08-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,20842.41763,14747.41857,,
28.1,2017-09-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,20802.86227,15557.19557,,
28.1,2017-10-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,23152.02846,16040.58721,,
28.1,2017-11-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,21664.36443,15094.99121,,
28.1,2017-12-01,mensual,PROVINCIA,90,TUCUMAN,,,,,,,,,,,,,,,,,,,,37610.5799,22767.62422,,
28.1,1995-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,521.75787,409.680639,,
28.1,1995-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,463.207809,500.630329,,
28.1,1995-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,505.446406,491.37971,,
28.1,1995-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,466.961242,487.829151,,
28.1,1995-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,504.992921,474.295741,,
28.1,1995-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,772.151447,693.078191,,
28.1,1995-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,518.659729,443.359498,,
28.1,1995-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,511.349227,339.055887,,
28.1,1995-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,492.274412,406.163233,,
28.1,1995-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,500.231333,459.129427,,
28.1,1995-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,460.162229,452.571898,,
28.1,1995-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,737.40146,787.189043,,
28.1,1996-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,638.200044,336.126623,,
28.1,1996-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,543.295732,407.505932,,
28.1,1996-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,527.835705,439.766551,,
28.1,1996-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,520.095,469.468927,,
28.1,1996-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,544.502771,485.647315,,
28.1,1996-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,769.044492,716.36007,,
28.1,1996-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,544.473124,545.561226,,
28.1,1996-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,534.139745,492.523115,,
28.1,1996-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,501.286775,470.352094,,
28.1,1996-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,557.268333,491.787155,,
28.1,1996-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,526.674304,469.612631,,
28.1,1996-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,887.9666,770.222854,,
28.1,1997-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,554.153637,423.057598,,
28.1,1997-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,564.071373,419.185072,,
28.1,1997-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,576.606431,428.282035,,
28.1,1997-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,568.188981,431.0119,,
28.1,1997-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,609.322602,454.883761,,
28.1,1997-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,808.646384,635.715485,,
28.1,1997-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,598.985552,465.921508,,
28.1,1997-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,560.521885,449.443451,,
28.1,1997-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,552.841369,445.304409,,
28.1,1997-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,597.178797,462.851692,,
28.1,1997-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,519.607705,426.741262,,
28.1,1997-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,829.625611,602.312513,,
28.1,1998-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,476.81242,474.947242,,
28.1,1998-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,513.101862,424.403934,,
28.1,1998-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,531.888384,430.401919,,
28.1,1998-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,513.391232,474.896699,,
28.1,1998-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,551.801358,443.083905,,
28.1,1998-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,803.730613,659.702817,,
28.1,1998-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,555.317026,472.860889,,
28.1,1998-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,534.545676,437.200144,,
28.1,1998-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,519.980703,439.571368,,
28.1,1998-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,507.86424,436.593823,,
28.1,1998-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,485.984725,420.284135,,
28.1,1998-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,830.041688,695.846596,,
28.1,1999-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,495.72972,422.79277,,
28.1,1999-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,533.390924,424.021377,,
28.1,1999-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,552.322405,449.476527,,
28.1,1999-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,535.395895,477.949186,,
28.1,1999-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,581.555495,444.751588,,
28.1,1999-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,784.548001,586.707643,,
28.1,1999-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,562.602754,452.554501,,
28.1,1999-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,543.515996,460.03849,,
28.1,1999-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,534.182748,458.436109,,
28.1,1999-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,522.165524,428.692302,,
28.1,1999-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,503.004233,422.371491,,
28.1,1999-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,849.931481,641.375792,,
28.1,2000-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,488.584724,432.072155,,
28.1,2000-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,472.810718,419.79885,,
28.1,2000-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,476.644974,460.61402,,
28.1,2000-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,495.335108,412.421996,,
28.1,2000-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,488.747092,432.697991,,
28.1,2000-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,678.042682,565.324558,,
28.1,2000-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,513.002757,427.232716,,
28.1,2000-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,464.725262,433.905804,,
28.1,2000-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,479.072639,443.910655,,
28.1,2000-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,507.565799,435.697437,,
28.1,2000-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,472.623199,428.280611,,
28.1,2000-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,645.882317,640.266598,,
28.1,2001-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,486.113634,359.849792,,
28.1,2001-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,402.205459,429.582799,,
28.1,2001-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,458.917615,408.841774,,
28.1,2001-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,382.987515,385.897332,,
28.1,2001-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,415.138426,382.286674,,
28.1,2001-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,572.595927,512.731109,,
28.1,2001-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,502.233199,450.522903,,
28.1,2001-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,497.182601,449.700596,,
28.1,2001-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,461.46673,397.022503,,
28.1,2001-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,485.841768,404.651263,,
28.1,2001-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,487.007648,395.783588,,
28.1,2001-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,647.561103,627.397538,,
28.1,2002-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,424.278575,350.379894,,
28.1,2002-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,369.364314,350.577118,,
28.1,2002-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,429.734167,381.714252,,
28.1,2002-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,534.197347,417.196393,,
28.1,2002-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,549.645055,407.775586,,
28.1,2002-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,661.413132,525.841075,,
28.1,2002-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,608.571809,495.552092,,
28.1,2002-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,539.693169,489.91211,,
28.1,2002-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,508.243555,486.053626,,
28.1,2002-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,525.681796,498.212249,,
28.1,2002-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,564.967438,494.190433,,
28.1,2002-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,857.948939,753.494328,,
28.1,2003-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,573.075245,484.034592,,
28.1,2003-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,576.266901,503.522301,,
28.1,2003-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,564.094376,524.943034,,
28.1,2003-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,565.961153,529.404492,,
28.1,2003-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,641.354055,587.780161,,
28.1,2003-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,783.173093,728.43107,,
28.1,2003-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,692.193057,624.666999,,
28.1,2003-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,732.959716,579.790493,,
28.1,2003-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,748.790381,605.410274,,
28.1,2003-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,790.522548,627.1063,,
28.1,2003-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,825.575953,628.390169,,
28.1,2003-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1324.045489,800.606634,,
28.1,2004-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,814.385848,683.145135,,
28.1,2004-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,937.129491,718.344269,,
28.1,2004-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,923.400154,734.908036,,
28.1,2004-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,944.753287,707.614835,,
28.1,2004-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,922.501922,708.858989,,
28.1,2004-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1327.296182,1006.514188,,
28.1,2004-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,974.777065,785.325295,,
28.1,2004-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1006.118524,714.977856,,
28.1,2004-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,974.55396,710.069017,,
28.1,2004-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,982.675676,689.161447,,
28.1,2004-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,978.884404,712.34301,,
28.1,2004-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1616.73542,1227.167474,,
28.1,2005-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,951.07346,556.94312,,
28.1,2005-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1014.408852,814.639405,,
28.1,2005-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1093.555125,809.396761,,
28.1,2005-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1128.326646,817.077972,,
28.1,2005-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1180.731143,806.067559,,
28.1,2005-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1619.942822,1118.068552,,
28.1,2005-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1191.076217,934.276892,,
28.1,2005-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1183.903601,954.441025,,
28.1,2005-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1203.17663,917.25207,,
28.1,2005-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1333.206367,940.589818,,
28.1,2005-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1347.802861,987.212036,,
28.1,2005-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2105.596034,1511.0392,,
28.1,2006-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1318.790351,970.90795,,
28.1,2006-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1263.361514,892.858842,,
28.1,2006-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1376.36042,977.625455,,
28.1,2006-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1404.207917,906.466516,,
28.1,2006-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1575.337225,996.982889,,
28.1,2006-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2318.743666,1459.944902,,
28.1,2006-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1591.796358,1223.423239,,
28.1,2006-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1606.242688,1137.343619,,
28.1,2006-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1520.419239,1104.58159,,
28.1,2006-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1574.333922,1141.576128,,
28.1,2006-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1578.294134,1151.884928,,
28.1,2006-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2626.830052,1785.633081,,
28.1,2007-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1628.955403,1021.214155,,
28.1,2007-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1531.87076,1061.188747,,
28.1,2007-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1680.462714,1214.441406,,
28.1,2007-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1594.075722,1137.089627,,
28.1,2007-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1795.106838,1236.987811,,
28.1,2007-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2567.573579,1754.055084,,
28.1,2007-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1646.0853,1238.92614,,
28.1,2007-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1796.389941,1323.562449,,
28.1,2007-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1719.045143,1206.232266,,
28.1,2007-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1886.834259,1376.220078,,
28.1,2007-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1787.025482,1362.768461,,
28.1,2007-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3132.427184,2107.70142,,
28.1,2008-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2031.575026,1275.656525,,
28.1,2008-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1932.858176,1279.586605,,
28.1,2008-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,1927.383955,1287.162183,,
28.1,2008-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2020.552487,1465.3939,,
28.1,2008-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2208.15963,1520.949784,,
28.1,2008-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3021.504237,2122.526336,,
28.1,2008-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2127.561532,1575.598199,,
28.1,2008-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2114.302112,1540.271049,,
28.1,2008-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2175.567681,1591.466045,,
28.1,2008-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2372.241892,1686.437962,,
28.1,2008-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2211.778248,1549.845005,,
28.1,2008-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4385.31836,2663.095064,,
28.1,2009-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2251.804356,1647.261603,,
28.1,2009-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2182.502819,1603.004344,,
28.1,2009-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2252.668009,1780.071697,,
28.1,2009-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2223.058486,1689.786631,,
28.1,2009-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2338.088724,1726.135465,,
28.1,2009-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3661.397981,2547.752021,,
28.1,2009-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2729.80828,1918.092676,,
28.1,2009-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2578.624007,1776.528516,,
28.1,2009-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2551.102595,1868.627171,,
28.1,2009-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2749.576849,1861.591155,,
28.1,2009-11-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3066.092807,1908.490392,,
28.1,2009-12-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4369.421435,3067.696351,,
28.1,2010-01-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2834.026429,1853.983767,,
28.1,2010-02-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2821.549456,2058.716819,,
28.1,2010-03-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3147.987547,2278.306624,,
28.1,2010-04-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,2997.596535,2260.562441,,
28.1,2010-05-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3313.195529,2333.980175,,
28.1,2010-06-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,4784.245396,3346.755981,,
28.1,2010-07-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3429.992292,2496.059021,,
28.1,2010-08-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3431.993513,2456.405326,,
28.1,2010-09-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3299.552954,2939.793488,,
28.1,2010-10-01,mensual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,3494.098205,2683.34501,,
