distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,sup_sembrada_algodon,sup_cosechada_algodon,prod_algodon,vbp_k_2004_textil_productos,vbp_k_2004_textil_confecciones,vbp_c_textil_productos,vbp_c_textil_confecciones,vab_k_2004_textil_productos,vab_k_2004_textil_confecciones,vab_c_textil_productos,vab_c_textil_confecciones,vab_ivf_textil_productos,vab_ivf_textil_confecciones,vab_ipi_textil_productos,vab_ipi_textil_confecciones,empleo_textil_productos,empleo_textil_confecciones,empresas_textil_productos,empresas_textil_confecciones,remuneracion_textil_productos,remuneracion_textil_confecciones,precio_fibra_algodon_c1/2,precio_indice_a
28.1,1990-12-31,anual,PROVINCIA,10,CATAMARCA,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,10,CATAMARCA,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,10,CATAMARCA,1000,1000,3625,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,10,CATAMARCA,1850,1850,2400,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,10,CATAMARCA,1900,1900,4800,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,10,CATAMARCA,1700,1700,4280,,,,,,,,,,,,,,,,,537.883007,495.3635623,,
28.1,1996-12-31,anual,PROVINCIA,10,CATAMARCA,2300,2300,4600,,,,,,,,,,,,,,,17,13,591.2318856,507.9112077,,
28.1,1997-12-31,anual,PROVINCIA,10,CATAMARCA,2500,2500,6250,,,,,,,,,,,,,,,20,14,611.6458607,470.3925572,,
28.1,1998-12-31,anual,PROVINCIA,10,CATAMARCA,3500,3500,10500,,,,,,,,,,,,,,,17,14,568.7049938,484.1494561,,
28.1,1999-12-31,anual,PROVINCIA,10,CATAMARCA,3000,3000,7500,,,,,,,,,,,,,,,17,14,583.1954314,472.4306479,,
28.1,2000-12-31,anual,PROVINCIA,10,CATAMARCA,1500,1350,3915,,,,,,,,,,,,,,,16,14,515.2531058,461.0186159,,
28.1,2001-12-31,anual,PROVINCIA,10,CATAMARCA,350,350,875,,,,,,,,,,,,,,,16,15,483.2709687,433.6889893,,
28.1,2002-12-31,anual,PROVINCIA,10,CATAMARCA,230,230,700,,,,,,,,,,,,,,,16,13,547.811608,470.908263,,
28.1,2003-12-31,anual,PROVINCIA,10,CATAMARCA,400,310,1085,,,,,,,,,,,,,,,17,14,734.8343305,602.00721,,
28.1,2004-12-31,anual,PROVINCIA,10,CATAMARCA,400,350,1050,,,,,,,,,,,,,,,17,13,1033.600994,783.2024625,,
28.1,2005-12-31,anual,PROVINCIA,10,CATAMARCA,500,500,1750,,,,,,,,,,,,,,,18,13,1279.39998,930.5837009,,
28.1,2006-12-31,anual,PROVINCIA,10,CATAMARCA,0,0,0,,,,,,,,,,,,,,,17,14,1646.226457,1145.769095,,
28.1,2007-12-31,anual,PROVINCIA,10,CATAMARCA,0,0,0,,,,,,,,,,,,,,,17,12,1897.15436,1336.69897,,
28.1,2008-12-31,anual,PROVINCIA,10,CATAMARCA,0,0,0,,,,,,,,,,,,,,,17,12,2377.400278,1629.832388,,
28.1,2009-12-31,anual,PROVINCIA,10,CATAMARCA,300,260,910,,,,,,,,,,,,,,,16,8,2746.178862,1949.586502,,
28.1,2010-12-31,anual,PROVINCIA,10,CATAMARCA,500,500,1600,,,,,,,,,,,,,,,16,9,3548.566779,2694.574565,,
28.1,2011-12-31,anual,PROVINCIA,10,CATAMARCA,500,500,1500,,,,,,,,,,,,,,,16,8,4552.351591,3714.776648,,
28.1,2012-12-31,anual,PROVINCIA,10,CATAMARCA,60,60,110,,,,,,,,,,,,,,,15,11,5924.881319,4897.406148,,
28.1,2013-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,13,13,7597.871667,6410.647813,,
28.1,2014-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,13,14,10292.37179,8274.048126,,
28.1,2015-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,14,13,13848.21051,11008.5662,,
28.1,2016-12-31,anual,PROVINCIA,10,CATAMARCA,,,,,,,,,,,,,,,,,,,,17073.68258,14691.09508,,
28.1,1990-12-31,anual,PROVINCIA,22,CHACO,380200,380200,684200,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,22,CHACO,456000,367000,568850,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,22,CHACO,438000,385000,481750,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,22,CHACO,255800,211200,316800,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,22,CHACO,335500,335500,491600,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,22,CHACO,498000,428000,705300,,,,,,,,,,,,,,,,,544.5447809,733.6983777,,
28.1,1996-12-31,anual,PROVINCIA,22,CHACO,613500,594300,832010,,,,,,,,,,,,,,,65,12,589.6406249,844.7735109,,
28.1,1997-12-31,anual,PROVINCIA,22,CHACO,612000,556500,622700,,,,,,,,,,,,,,,66,13,596.9981905,743.6018228,,
28.1,1998-12-31,anual,PROVINCIA,22,CHACO,712000,507000,518928,,,,,,,,,,,,,,,67,14,610.9696092,705.6422481,,
28.1,1999-12-31,anual,PROVINCIA,22,CHACO,430000,395000,371844,,,,,,,,,,,,,,,60,19,634.3240028,659.2399165,,
28.1,2000-12-31,anual,PROVINCIA,22,CHACO,198000,193000,235878,,,,,,,,,,,,,,,56,14,645.6544832,611.6446258,,
28.1,2001-12-31,anual,PROVINCIA,22,CHACO,272000,262450,337670,,,,,,,,,,,,,,,48,12,621.9449801,608.6598362,,
28.1,2002-12-31,anual,PROVINCIA,22,CHACO,93000,87850,113330,,,,,,,,,,,,,,,42,8,635.0048161,571.455411,,
28.1,2003-12-31,anual,PROVINCIA,22,CHACO,85000,79500,105735,,,,,,,,,,,,,,,46,8,756.8430432,690.6930513,,
28.1,2004-12-31,anual,PROVINCIA,22,CHACO,160000,152000,204950,,,,,,,,,,,,,,,44,9,995.326457,842.0411577,,
28.1,2005-12-31,anual,PROVINCIA,22,CHACO,252500,237500,285200,,,,,,,,,,,,,,,47,11,1154.864808,1153.513378,,
28.1,2006-12-31,anual,PROVINCIA,22,CHACO,200000,200000,266000,,,,,,,,,,,,,,,46,11,1383.266303,1251.05567,,
28.1,2007-12-31,anual,PROVINCIA,22,CHACO,265640,257120,329417,,,,,,,,,,,,,,,47,13,1668.23472,1550.952106,,
28.1,2008-12-31,anual,PROVINCIA,22,CHACO,190000,184995,277525,,,,,,,,,,,,,,,50,12,2032.92471,1892.820474,,
28.1,2009-12-31,anual,PROVINCIA,22,CHACO,195290,190300,226799,,,,,,,,,,,,,,,50,16,2414.855788,2187.25161,,
28.1,2010-12-31,anual,PROVINCIA,22,CHACO,336300,297050,434080,,,,,,,,,,,,,,,47,13,3142.562931,2962.464985,,
28.1,2011-12-31,anual,PROVINCIA,22,CHACO,403600,392995,517215,,,,,,,,,,,,,,,50,14,4536.412407,4273.21746,,
28.1,2012-12-31,anual,PROVINCIA,22,CHACO,260470,220895,270756,,,,,,,,,,,,,,,52,14,5770.335697,4556.562294,,
28.1,2013-12-31,anual,PROVINCIA,22,CHACO,147200,139130,191980,,,,,,,,,,,,,,,51,16,7399.517016,5391.226496,,
28.1,2014-12-31,anual,PROVINCIA,22,CHACO,297600,285245,485454,,,,,,,,,,,,,,,53,14,9636.05239,7222.702419,,
28.1,2015-12-31,anual,PROVINCIA,22,CHACO,252300,233115,296475,,,,,,,,,,,,,,,55,15,12301.49499,8783.515601,,
28.1,2016-12-31,anual,PROVINCIA,22,CHACO,185800,179640,265534,,,,,,,,,,,,,,,,,15900.26442,11982.34847,,
28.1,2017-12-31,anual,PROVINCIA,22,CHACO,73930,68435,136244,,,,,,,,,,,,,,,,,,,,
28.1,1990-12-31,anual,PROVINCIA,34,FORMOSA,70000,70000,105000,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,34,FORMOSA,77000,72000,86480,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,34,FORMOSA,60000,38000,38000,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,34,FORMOSA,15000,10000,9000,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,34,FORMOSA,35000,30000,42000,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,34,FORMOSA,31250,26690,35500,,,,,,,,,,,,,,,,,,,,
28.1,1996-12-31,anual,PROVINCIA,34,FORMOSA,55000,47600,47143,,,,,,,,,,,,,,,5,,,,,
28.1,1997-12-31,anual,PROVINCIA,34,FORMOSA,21000,16000,19680,,,,,,,,,,,,,,,4,,,,,
28.1,1998-12-31,anual,PROVINCIA,34,FORMOSA,40000,24000,36775,,,,,,,,,,,,,,,4,,,,,
28.1,1999-12-31,anual,PROVINCIA,34,FORMOSA,30000,19500,17550,,,,,,,,,,,,,,,,4,,,,
28.1,2000-12-31,anual,PROVINCIA,34,FORMOSA,7000,5500,8250,,,,,,,,,,,,,,,,,,,,
28.1,2001-12-31,anual,PROVINCIA,34,FORMOSA,19800,18500,27750,,,,,,,,,,,,,,,,6,,381.8035293,,
28.1,2002-12-31,anual,PROVINCIA,34,FORMOSA,8278,8099,14995,,,,,,,,,,,,,,,,4,,,,
28.1,2003-12-31,anual,PROVINCIA,34,FORMOSA,17000,15384,23867,,,,,,,,,,,,,,,,,,,,
28.1,2004-12-31,anual,PROVINCIA,34,FORMOSA,33279,33279,44544,,,,,,,,,,,,,,,,,,,,
28.1,2005-12-31,anual,PROVINCIA,34,FORMOSA,51700,44495,40060,,,,,,,,,,,,,,,,,,,,
28.1,2006-12-31,anual,PROVINCIA,34,FORMOSA,27000,27000,35100,,,,,,,,,,,,,,,,4,,,,
28.1,2007-12-31,anual,PROVINCIA,34,FORMOSA,32650,32000,38000,,,,,,,,,,,,,,,0,,,,,
28.1,2008-12-31,anual,PROVINCIA,34,FORMOSA,17440,17440,19690,,,,,,,,,,,,,,,0,,,,,
28.1,2009-12-31,anual,PROVINCIA,34,FORMOSA,15400,15400,18480,,,,,,,,,,,,,,,0,,,,,
28.1,2010-12-31,anual,PROVINCIA,34,FORMOSA,18030,14030,12150,,,,,,,,,,,,,,,0,,,,,
28.1,2011-12-31,anual,PROVINCIA,34,FORMOSA,20000,20000,24000,,,,,,,,,,,,,,,0,,,,,
28.1,2012-12-31,anual,PROVINCIA,34,FORMOSA,26500,25500,30600,,,,,,,,,,,,,,,0,,,,,
28.1,2013-12-31,anual,PROVINCIA,34,FORMOSA,19000,18700,22980,,,,,,,,,,,,,,,0,,,,,
28.1,2014-12-31,anual,PROVINCIA,34,FORMOSA,12500,11310,11760,,,,,,,,,,,,,,,0,,,,,
28.1,2015-12-31,anual,PROVINCIA,34,FORMOSA,18000,12000,18000,,,,,,,,,,,,,,,0,4,,,,
28.1,2016-12-31,anual,PROVINCIA,34,FORMOSA,9960,9300,13950,,,,,,,,,,,,,,,,,,,,
28.1,2017-12-31,anual,PROVINCIA,34,FORMOSA,4500,4300,6450,,,,,,,,,,,,,,,,,,,,
28.1,1990-12-31,anual,PROVINCIA,82,SANTA FE,50000,46000,60700,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,82,SANTA FE,50000,45200,48900,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,82,SANTA FE,55000,50000,54500,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,82,SANTA FE,25300,19500,20485,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,82,SANTA FE,34000,29000,39100,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,82,SANTA FE,35000,33000,51800,,,,,,,,,,,,,,,,,522.2383506,412.6640516,,
28.1,1996-12-31,anual,PROVINCIA,82,SANTA FE,54700,54600,85460,,,,,,,,,,,,,,,104,217,560.9620461,525.8050679,,
28.1,1997-12-31,anual,PROVINCIA,82,SANTA FE,37500,37500,52800,,,,,,,,,,,,,,,112,217,541.8035862,540.8297673,,
28.1,1998-12-31,anual,PROVINCIA,82,SANTA FE,51500,42680,49366,,,,,,,,,,,,,,,110,203,529.1626294,551.6499654,,
28.1,1999-12-31,anual,PROVINCIA,82,SANTA FE,43500,31500,32140,,,,,,,,,,,,,,,108,189,530.4147405,534.3258718,,
28.1,2000-12-31,anual,PROVINCIA,82,SANTA FE,14000,12800,19250,,,,,,,,,,,,,,,101,187,500.529411,488.7115576,,
28.1,2001-12-31,anual,PROVINCIA,82,SANTA FE,16000,13600,15440,,,,,,,,,,,,,,,98,172,454.105781,463.1781326,,
28.1,2002-12-31,anual,PROVINCIA,82,SANTA FE,9500,8500,10200,,,,,,,,,,,,,,,86,143,463.2619379,455.4368249,,
28.1,2003-12-31,anual,PROVINCIA,82,SANTA FE,8500,7500,8250,,,,,,,,,,,,,,,101,167,625.9518659,651.114733,,
28.1,2004-12-31,anual,PROVINCIA,82,SANTA FE,11850,11230,13598,,,,,,,,,,,,,,,110,197,840.8388351,751.0134541,,
28.1,2005-12-31,anual,PROVINCIA,82,SANTA FE,13800,13000,16150,,,,,,,,,,,,,,,125,227,1005.229819,907.0830652,,
28.1,2006-12-31,anual,PROVINCIA,82,SANTA FE,12045,11545,13860,,,,,,,,,,,,,,,139,229,1243.554185,1098.946049,,
28.1,2007-12-31,anual,PROVINCIA,82,SANTA FE,16500,16500,26250,,,,,,,,,,,,,,,129,248,1458.08313,1314.510446,,
28.1,2008-12-31,anual,PROVINCIA,82,SANTA FE,10500,10440,13252,,,,,,,,,,,,,,,137,252,1841.713639,1653.992278,,
28.1,2009-12-31,anual,PROVINCIA,82,SANTA FE,31100,30200,27600,,,,,,,,,,,,,,,138,246,2120.489172,1973.737115,,
28.1,2010-12-31,anual,PROVINCIA,82,SANTA FE,45000,45000,120000,,,,,,,,,,,,,,,136,242,2865.559936,2653.423325,,
28.1,2011-12-31,anual,PROVINCIA,82,SANTA FE,88300,84000,180980,,,,,,,,,,,,,,,138,235,3966.028623,3735.721807,,
28.1,2012-12-31,anual,PROVINCIA,82,SANTA FE,143500,133300,140380,,,,,,,,,,,,,,,135,224,5235.037276,4938.755976,,
28.1,2013-12-31,anual,PROVINCIA,82,SANTA FE,112000,94500,163100,,,,,,,,,,,,,,,134,221,6561.024412,6152.40108,,
28.1,2014-12-31,anual,PROVINCIA,82,SANTA FE,113100,87400,178080,,,,,,,,,,,,,,,130,215,8799.145001,8994.083082,,
28.1,2015-12-31,anual,PROVINCIA,82,SANTA FE,108300,72050,112880,,,,,,,,,,,,,,,133,210,11360.39441,10830.36127,,
28.1,2016-12-31,anual,PROVINCIA,82,SANTA FE,53300,38200,51710,,,,,,,,,,,,,,,,,15482.66915,14120.50043,,
28.1,2017-12-31,anual,PROVINCIA,82,SANTA FE,37500,32700,95720,,,,,,,,,,,,,,,,,,,,
28.1,1990-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,24500,23500,34800,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,32500,32500,50950,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,38000,37000,49500,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,47200,33400,45910,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,65300,61400,85400,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,140700,138250,227200,,,,,,,,,,,,,,,,,610.8786701,516.1597766,,
28.1,1996-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,216100,212800,309440,,,,,,,,,,,,,,,10,6,585.6918337,568.3017951,,
28.1,1997-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,218300,215800,231990,,,,,,,,,,,,,,,10,7,593.9612529,515.2129637,,
28.1,1998-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,253700,243900,307400,,,,,,,,,,,,,,,11,5,618.5248,544.2299278,,
28.1,1999-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,195000,143790,136973,,,,,,,,,,,,,,,11,9,629.7782639,502.5848576,,
28.1,2000-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,115300,110100,137000,,,,,,,,,,,,,,,11,7,608.4208521,520.1475428,,
28.1,2001-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,90100,82080,107906,,,,,,,,,,,,,,,9,6,562.9024257,487.811888,,
28.1,2002-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,55100,53600,67060,,,,,,,,,,,,,,,9,6,594.8248916,477.5295974,,
28.1,2003-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,39500,38800,53690,,,,,,,,,,,,,,,10,4,750.4729336,571.3843855,,
28.1,2004-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,50000,48500,68510,,,,,,,,,,,,,,,10,,836.8565762,,,
28.1,2005-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,74070,67480,80740,,,,,,,,,,,,,,,9,,995.2205282,789.3864699,,
28.1,2006-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,60000,56000,77850,,,,,,,,,,,,,,,13,,1344.148465,,,
28.1,2007-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,75000,73800,119000,,,,,,,,,,,,,,,12,,1596.974781,,,
28.1,2008-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,77030,75165,147820,,,,,,,,,,,,,,,12,4,1965.998984,1411.780511,,
28.1,2009-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,43445,40795,80513,,,,,,,,,,,,,,,14,6,2353.658129,1605.867714,,
28.1,2010-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,80600,75465,165998,,,,,,,,,,,,,,,15,5,3085.722517,2131.730368,,
28.1,2011-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,116745,114490,280465,,,,,,,,,,,,,,,13,4,4113.381259,3082.439636,,
28.1,2012-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,176500,133350,224910,,,,,,,,,,,,,,,15,6,5306.018619,3857.917666,,
28.1,2013-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,125275,102010,142240,,,,,,,,,,,,,,,15,9,6859.22112,4610.087597,,
28.1,2014-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,115625,115625,306891,,,,,,,,,,,,,,,14,9,8942.958004,6432.345431,,
28.1,2015-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,130500,124200,326120,,,,,,,,,,,,,,,14,8,11553.88319,10448.20705,,
28.1,2016-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,136700,129700,292090,,,,,,,,,,,,,,,,,14631.63506,13997.53061,,
28.1,2017-12-31,anual,PROVINCIA,86,SANTIAGO DEL ESTERO,115300,114120,330447,,,,,,,,,,,,,,,,,,,,
28.1,1990-12-31,anual,PROVINCIA,14,CORDOBA,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,14,CORDOBA,5000,5000,9000,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,14,CORDOBA,0,0,0,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,14,CORDOBA,1400,600,960,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,14,CORDOBA,1900,1600,3800,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,14,CORDOBA,3600,3480,8000,,,,,,,,,,,,,,,,,544.9535715,472.7054395,,
28.1,1996-12-31,anual,PROVINCIA,14,CORDOBA,2000,1960,3332,,,,,,,,,,,,,,,77,164,549.476004,468.2642011,,
28.1,1997-12-31,anual,PROVINCIA,14,CORDOBA,3700,3700,7400,,,,,,,,,,,,,,,85,154,470.2071518,466.3182014,,
28.1,1998-12-31,anual,PROVINCIA,14,CORDOBA,5000,5000,9000,,,,,,,,,,,,,,,81,135,485.6482438,461.114205,,
28.1,1999-12-31,anual,PROVINCIA,14,CORDOBA,2100,1800,1980,,,,,,,,,,,,,,,81,140,558.8834041,468.7693041,,
28.1,2000-12-31,anual,PROVINCIA,14,CORDOBA,1200,1200,3120,,,,,,,,,,,,,,,91,132,487.9162983,442.9859112,,
28.1,2001-12-31,anual,PROVINCIA,14,CORDOBA,1800,1800,3960,,,,,,,,,,,,,,,87,115,483.1015516,421.474064,,
28.1,2002-12-31,anual,PROVINCIA,14,CORDOBA,500,500,1500,,,,,,,,,,,,,,,79,111,486.1647656,453.3209505,,
28.1,2003-12-31,anual,PROVINCIA,14,CORDOBA,950,900,2250,,,,,,,,,,,,,,,95,120,606.0015186,571.7999885,,
28.1,2004-12-31,anual,PROVINCIA,14,CORDOBA,2000,1700,4250,,,,,,,,,,,,,,,112,142,770.6404173,747.692646,,
28.1,2005-12-31,anual,PROVINCIA,14,CORDOBA,1600,1600,3200,,,,,,,,,,,,,,,121,153,949.4782968,920.4636678,,
28.1,2006-12-31,anual,PROVINCIA,14,CORDOBA,800,900,1800,,,,,,,,,,,,,,,132,164,1180.061641,1084.889333,,
28.1,2007-12-31,anual,PROVINCIA,14,CORDOBA,700,500,650,,,,,,,,,,,,,,,138,162,1385.856373,1310.267349,,
28.1,2008-12-31,anual,PROVINCIA,14,CORDOBA,540,540,1890,,,,,,,,,,,,,,,133,165,1732.534705,1709.699229,,
28.1,2009-12-31,anual,PROVINCIA,14,CORDOBA,450,450,1800,,,,,,,,,,,,,,,140,165,2066.478894,2077.300954,,
28.1,2010-12-31,anual,PROVINCIA,14,CORDOBA,150,150,300,,,,,,,,,,,,,,,145,172,2706.582681,2749.853219,,
28.1,2011-12-31,anual,PROVINCIA,14,CORDOBA,100,100,350,,,,,,,,,,,,,,,161,169,3518.194574,3747.596295,,
28.1,2012-12-31,anual,PROVINCIA,14,CORDOBA,100,100,250,,,,,,,,,,,,,,,170,168,4637.795148,4893.416106,,
28.1,2013-12-31,anual,PROVINCIA,14,CORDOBA,70,20,50,,,,,,,,,,,,,,,166,155,5876.3085,6102.679532,,
28.1,2014-12-31,anual,PROVINCIA,14,CORDOBA,91,91,264,,,,,,,,,,,,,,,157,152,7831.860984,8343.731211,,
28.1,2015-12-31,anual,PROVINCIA,14,CORDOBA,350,350,1100,,,,,,,,,,,,,,,158,150,10152.82714,10769.27165,,
28.1,2016-12-31,anual,PROVINCIA,14,CORDOBA,330,300,925,,,,,,,,,,,,,,,,,13102.32639,14293.98981,,
28.1,2017-12-31,anual,PROVINCIA,14,CORDOBA,750,750,2295,,,,,,,,,,,,,,,,,,,,
28.1,1990-12-31,anual,PROVINCIA,46,LA RIOJA,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,46,LA RIOJA,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,46,LA RIOJA,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,46,LA RIOJA,400,400,520,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,46,LA RIOJA,400,400,1000,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,46,LA RIOJA,250,0,0,,,,,,,,,,,,,,,,,746.2018057,456.220962,,
28.1,1996-12-31,anual,PROVINCIA,46,LA RIOJA,0,0,0,,,,,,,,,,,,,,,14,9,811.5493699,447.0152124,,
28.1,1997-12-31,anual,PROVINCIA,46,LA RIOJA,0,0,0,,,,,,,,,,,,,,,15,12,772.0889454,456.1872684,,
28.1,1998-12-31,anual,PROVINCIA,46,LA RIOJA,0,0,0,,,,,,,,,,,,,,,20,12,655.9585417,474.0068538,,
28.1,1999-12-31,anual,PROVINCIA,46,LA RIOJA,350,350,700,,,,,,,,,,,,,,,17,14,671.9789484,473.1800889,,
28.1,2000-12-31,anual,PROVINCIA,46,LA RIOJA,350,350,1015,,,,,,,,,,,,,,,18,12,630.5360003,447.5227466,,
28.1,2001-12-31,anual,PROVINCIA,46,LA RIOJA,1240,1110,3330,,,,,,,,,,,,,,,16,12,577.6065574,439.8559681,,
28.1,2002-12-31,anual,PROVINCIA,46,LA RIOJA,1350,1350,4700,,,,,,,,,,,,,,,17,11,585.1244626,359.9097486,,
28.1,2003-12-31,anual,PROVINCIA,46,LA RIOJA,1350,300,660,,,,,,,,,,,,,,,17,11,815.0395332,535.4492134,,
28.1,2004-12-31,anual,PROVINCIA,46,LA RIOJA,1000,800,1600,,,,,,,,,,,,,,,18,10,1129.351421,768.1966153,,
28.1,2005-12-31,anual,PROVINCIA,46,LA RIOJA,900,350,770,,,,,,,,,,,,,,,18,10,1323.158002,898.9543412,,
28.1,2006-12-31,anual,PROVINCIA,46,LA RIOJA,0,0,0,,,,,,,,,,,,,,,16,10,1651.521467,1079.298928,,
28.1,2007-12-31,anual,PROVINCIA,46,LA RIOJA,900,900,2000,,,,,,,,,,,,,,,15,11,1981.129802,1283.062144,,
28.1,2008-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,12,11,2305.912348,1575.201308,,
28.1,2009-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,11,12,2375.72914,1841.99538,,
28.1,2010-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,12,13,2980.810632,2363.760714,,
28.1,2011-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,12,9,4119.406956,3390.393259,,
28.1,2012-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,12,10,6177.921635,4632.547764,,
28.1,2013-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,12,12,8049.643486,5778.108215,,
28.1,2014-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,13,10,10026.27335,7809.017764,,
28.1,2015-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,13,9,12730.96588,10007.79393,,
28.1,2016-12-31,anual,PROVINCIA,46,LA RIOJA,,,,,,,,,,,,,,,,,,,,16282.6005,13786.3241,,
28.1,1990-12-31,anual,PROVINCIA,70,SAN JUAN,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1991-12-31,anual,PROVINCIA,70,SAN JUAN,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1992-12-31,anual,PROVINCIA,70,SAN JUAN,,,0,,,,,,,,,,,,,,,,,,,,
28.1,1993-12-31,anual,PROVINCIA,70,SAN JUAN,700,700,910,,,,,,,,,,,,,,,,,,,,
28.1,1994-12-31,anual,PROVINCIA,70,SAN JUAN,0,0,0,,,,,,,,,,,,,,,,,,,,
28.1,1995-12-31,anual,PROVINCIA,70,SAN JUAN,440,440,660,,,,,,,,,,,,,,,,,492.3402349,445.3270831,,
28.1,1996-12-31,anual,PROVINCIA,70,SAN JUAN,,,0,,,,,,,,,,,,,,,17,25,488.3849288,426.9019546,,
